College Code,College Name,Branch Name,OC,BC,BCM,MBC,SC,SCA,ST
1420,Tagore Engineering College Rathnamangalam Vandalur Post Chennai 600048,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,150,123,135,121,110,,
1422,SRM Valliammai Engineering College (Autonomous) Kattankulathur Chennai 603203,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,179.5,174,176,176,157,139.5,
1423,Asan Memorial College of Engineering and Technology Chengalpattu-603 001.,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,133,***,,107,,,
1424,Dhaanish Ahmed College of Engineering Padappai Chennai 601301,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,140.5,***,138.5,***,,,
1426,Sri Ramanujar Engineering College Vandalur Kolappakkam Chennai 600127,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,***,,,,,,
1427,Sri Krishna Engineering College Panappakkam Padappai Chennai 601301,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,***,,,,,,
1428,"E S COLLEGE OF ENGINEERING AND TECHNOLOGY
Chennai Trunk Road Ayyankoilpattu Villupuram District 605602",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,***,,,,,,
1431,New Prince Shri Bhavani College of Engineering and Technology (Autonomous) Vengaivasal Main Road Gowrivakkam Chennai 600073,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,144,134.5,137.5,124.5,120.5,,
1432,Rajalakshmi Institute of Technology (Autonomous) Irulapalayam Kuthampakkam Post Kancheepuram District Chennai 600124,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,189,183,182,176.5,153,130.5,
1434,Surya Group of Institutions GST Road Vikravandi Village Villupuram District 605652,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,122,***,120.5,***,***,,
1436,A R Engineering College Vadakuchipalayam Kappiyampuliyur Post Villupuram District 605601,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,***,,,,,,
1437,Rrase College of Engineering Padappai Kancheepuram 601301,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,138,***,117,115.5,110.5,,
1441,A K T Memorial College of Engineering and Technology Neelamangalam Village Kallakurichi District 606202,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,125,***,123,***,***,,92
1442,Prince Dr. K Vasudevan College of Engineering and Technology Medavakkam-Mambakkam Road Ponmar Chennai 600127,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,178.5,173,168.845,164,160,115.5,
1452,PERI Institute of Technology Mannivakkam West Tambaram Chennai 600048,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,133.5,117.5,102.5,96.5,,,
1504,Arunai Engineering College Mathur Thiruvannamalai District 606603,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,158.5,130.5,124.5,142,***,,
1505,C Abdul Hakeem College of Engineering and Technology Melvisharam Ranipet District 632509,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,152.5,130.5,148.5,126,***,,
1507,Ganadipathy Tulsi's Jain Engineering College Kaniyambadi Vellore District 632102,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,134,111,130,111.5,88.5,,
1509,Meenakshi College of Engineering Vembuliamman Koil Street K K Nagar (West) Chennai 600078,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,154,138,134.5,140.5,110.5,102.5,
1512,S K P Engineering College Thiruvannamalai District 606611,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,139,106,,112.5,***,,
1517,Thirumalai Engineering College Kilambi Kancheepuram District 631551,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,***,,,,,,
1520,Kingston Engineering College Chithoor Main Road Christianpet Village Katpadi Taluk Vellore District 632059,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,155.5,144,124,140,126.5,105,
1523,Global Institute of Engineering and Technology Bangalore-Chennai Highway Melvisharam Walajah Taluk Ranipet District 632506,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,128.5,***,,114.5,,,
2025,Anna University Regional Campus - Coimbatore Maruthamalai Main Road Navavoor Bharathiyar University Post Somayampalayam Coimbatore District 641046,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,185,179.5,168,177,161,170,166.5
2302,Sri Shanmugha College of Engineering and Technology Morur Bit II Village Salem District 637304,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,131,***,,106.5,***,122,
2314,Muthayammal College of Engineering Kakkaveri Post Namakkal District 637408,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,109,***,,***,,105.5,
2327,N S N College of Engineering and Technology Karur-Madurai NH7 Manalmedu Karur District 639003,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,107,***,,***,***,---,
2329,Rathinam Technical Campus (Autonomous) Pollachi Road Eachanari Coimbatore District 641021,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,170,158.5,162.5,152,118.5,126,
2332,Aishwarya College of Engineering and Technology Errattaikaradu Paruvachi Post Anthiyur (Via) Bhavani Taluk Erode District 638312,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,,,,,,,
2338,Asian College of Engineering and Technology Asian College Road Kondayampalayam Near Saravanampatti Coimbatore District 641110,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,129,***,,***,110,108,
2341,Ganesh College of Engineering Attur Main Road Mettupatti Salem District 636111,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,***,,,,,,
2342,Sri Ranganathar Institute of Engineering and Technology Thudialur-Kovilpalay Road Coimbatore District 641110,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,141,130,108,109.5,115.5,,
2345,Dhirajlal Gandhi College of Technology Sikkanampatty (Opp. to Airport) Omalur Taluk Salem District 636309,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,143.5,121.5,129,129,***,,
2346,Shree Sathyam College of Engineering and Technology NH-47 Manjakkalpatti Kuppanur Post Sankari Taluk Salem District 637301,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,104.5,,,***,,,
2349,Dhaanish Ahmed Institute of Technology Pichanur Post (Near K G Chavadi) Coimbatore District 641105,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,135,***,132,***,***,,
2354,Pollachi Institute of Engineering and Technology Main Road Poosaripatti Pollachi Taluk Coimbatore District 642205,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,125.5,***,112.5,***,90.5,121.5,
2356,Arulmurugan College of Engineering Karvazhi Road Thennilai Post Karur District 639206,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,***,,,,,,
2357,V S B College of Engineering Technical Campus Ealur Pirivu Solavampalayam Post Coimbatore District 642109,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,145,129.5,126,114,***,---,
2360,Suguna College of Engineering Kalappatti Road Civil Aerodrome Post Coimbatore District 641014,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,131,108.5,126,109,109.5,112.5,
2367,Arjun College of Technology Chettiyakkapalayam Kinathukadavu Coimbatore District 642120,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,123.5,***,***,***,***,106,
2377,PSG Institute of Technology and Applied Research Avinashi Road Neelambur Coimbatore 641062,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,196,195,195,192.5,178.5,172,161.5
2601,Adhiyamaan College of Engineering (Autonomous) Hosur Krishnagiri District 635109,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,152,141,142,135.5,129,,
2602,Annai Mathammal Sheela Engineering College Erumapatty Post Namakkal District 637013,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,,,,,,,
2607,K S Rangasamy College of Technology (Autonomous) Tiruchengode Namakkal District 637215,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,163,149,145.5,143,***,,
2608,M Kumarasamy College of Engineering (Autonomous) Thalavapalayam Karur District 639113,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,164,153.5,134,145,***,---,
2609,Mahendra Engineering College (Autonomous) Mahendhirapuri Mallasamudram Namakkal District 637503,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,151,139,***,139,127.5,---,
2610,Muthayammal Engineering College (Autonomous) Rasipuram Namakkal District 637408,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,147,119.5,,124,***,---,
2611,Paavai Engineering College (Autonomous) NH-7 Pachal Post Namakkal District 637018,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,162.5,143,131,155.5,141,151.5,
2612,P G P College of Engineering and Technology Paramathi Post Namakkal District 637207,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,119.5,***,94.5,***,97.5,,
2616,Sapthagiri College of Engineering Periyanahalli Post Dharmapuri District 635205,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,,,,,,,
2617,Sengunthar Engineering College (Autonomous) Tiruchengode Namakkal District 637205,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,138.5,119.5,131.5,124.5,***,---,
2618,Sona College of Technology (Autonomous) Suramangalam Post Salem District 636005,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,171.75,166.5,164.5,162,122,118.5,
2621,Er. Perumal Manimekalai College of Engineering (Autonomous) Near Koneripalli Hosur Krishnagiri District 635117,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,152,128.3181818,113,141,114.5,,
2622,V S B Engineering College(Autonomous) Kovai Road Karur District 639111,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,160,145,145,133,***,,
2623,Mahendra College of Engineering Attur Road Minnampalli Valapady Salem District 636106,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,155,119,154.5,135,132.5,---,
2624,Gnanamani College of Technology (Autonomous) Pachal Post Namakkal District 637018,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,139,118,,122,116,129.5,103.5
2625,The Kavery Engineering College M Kalipatti Post Mecheri Salem District 634456,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,131.5,***,,107,115,,
2627,Selvam College of Technology Pappanaickenpatti Post Namakkal District 637003,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,134,***,105,***,106,120.5,
2628,Paavai College of Engineering NH-7 Pachal Post Namakkal District 637018,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,146.5,131.5,98,127,108,,
2630,Chettinad College of Engineering and Technology NH-67 Trichy Main Road Puliyur C F Karur District 639114,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,149.5,134.5,113,135,***,129.5,
2633,Vidyaa Vikas College of Engineering and Technology Varahoorampatti Tiruchengode Namakkal District 637 214,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,108,***,,,,,
2634,Excel Engineering College (Autonomous) NH-544 Salem Main Road Pallakapalayam Sankari West Post Komarapalayam Taluk Namakkal District - 637303,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,144,117,***,123,***,106,
2635,CMS College of Engineering Emapuram Post Namakkal District 637003,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,107,***,96,,,,
2636,A V S Engineering College Military Road Ammapet Salem District 636003,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,139,119,103.5,110.5,94,,108
2639,R P Sarathy Institute of Technology Poosaripatty Kadaympatty Taluk Salem Tamil Nadu-636305,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,144.5,113.5,94.5,132,96.5,113,
2640,Jayalakshmi Institute of Technology Thoppur Dharmapuri District 635352,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,***,,,,,,
2641,Varuvan Vadivelan Institute of Technology Nallanahalli Dharmapuri District 636701,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,106,***,,***,,,
2642,P S V College of Engineeering and Technology Mittapalli Balinayanapalli Post Elathagiri Krishnagiri District 635108,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,140,***,131,125,90,---,
2643,Bharathiyar Institute of Engineering for Women Deviayakurichi Attur Taluk Salem District 636112,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,134.5,***,***,***,***,95,
2646,Tagore Institute of Engineering and Technology Deviyakurichi Attur Taluk Salem District 636112,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,124,***,***,***,***,,
2648,Annapoorana Engineering College (Autonomous) Sankari Main Road NH-47 Periaseeragapadi Salem District 636308,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,124.5,***,***,101.5,***,101.5,
2650,Christ The King Engineering College Cecilia Gardens Chikkarampalayam Village Coimbatore District 641104,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,123,101.5,***,82,92,110,
2651,Jai Shriram Engineering College Dharapuram Road Avinashi Palayam Tiruppur District 638660,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,145.5,125.5,***,115,***,123,
2652,AL-Ameen Engineering College (Autonomous) Karundevan Palayam Nanjai Uthukuli Post Erode District 638104,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,107.5,***,106,,,93,
2653,Knowledge Institute of Technology (Autonomous) KIOT Campus Kakapalayam Post Salem District 637504,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,162,150.5,158.5,144.5,108.5,108,
2656,Builders Engineering college Nathakadaiyur Erode Road Palayakottai Village Kangeyam Tiruppur District 638108,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,177.5,119.5,129,142,***,,
2659,Salem College of Engineering and Technology Salem-Attur Main Road NH-68 Mettupatty Perumapalayam Salem District 636111,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,131,***,,94,92,,
2661,Vivekanandha College of Technology for Women Sathinaickenpalayam Elayampalayam Village Kumaramangalam Namakkal District 637205,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,161,137,133,142,***,159.9,
2683,Shreenivasa Engineering College B Pallipatti Bommidi Pappireddipatti Taluk Dharmapuri District 635301,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,106,***,,***,,,
2702,Bannari Amman Institute of Technology (Autonomous) Sathyamanagalam Erode District 638401,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,184.5,178,177,176,143,151.5,118
2704,Coimbatore Institute of Engineering and Technolgoy (Autonomous) Narasipuram Post Coimbatore District 641109,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,175,162,169,158,153,107.5,
2705,CSI College of Engineering Ketti The Nilgiris 643215,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,135.5,***,,,102,119,
2706,Dr. Mahalingam College of Engineering and Technology (Autonomous) Mackinaickenpatti Post Pollachi Taluk Coimbatore District 642003,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,173.5,169.5,167.5,160,114,138,
2707,Erode Sengunthar Engineering College (Autonomous) Thudupathi Post Erode District 638057,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,148,136.5,,120,***,---,
2710,Karpagam College of Engineering (Autonomous) Othakkalmandapam Coimbatore District 641032,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,186.5,183,174,176.5,151,154.5,
2711,Kongu Engineering College (Autonomous) Perundurai Erode District 638052,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,180.5,174.5,170,168.5,129.5,128.5,
2712,Kumaraguru College of Technology (Autonomous) Chinnavedampatti Post Coimbatore District 641006,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,193.5,191,192,187.76,176.5,168.5,
2715,Nandha Engineering College (Autonomous) Pitchandampalayam Post Erode District 638052,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,164,150.5,147.5,141,***,144,
2716,Park College of Engineering and Technology Kaniyur Coimbatore District 641659,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,136,***,,***,***,,
2717,Sasurie College of Engineering Vijayamangalam Tiruppur District 638056,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,98.5,***,,***,,,
2718,Sri Krishna College of Enginering and Technology (Autonomous) Kuniamuthur Coimbatore District 641008,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,191,188,188,186,162,143.5,132
2719,Sri Ramakrishna Engineering College (Autonomous) Vattamalaipalayam Coimbatore District 641022,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,181,176,173,172,143,151,
2721,Tamilnadu College of Engineering Karumathampatti Post Coimbatore District 641659,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,143.5,132.5,,125.5,112,,
2722,Sri Krishna College of Technology (Autonomous) Kovaipudur Post Coimbatore District 641042,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,185,177.5,171,176,145.5,135.5,119.5
2723,Velalar College of Engineering and Technology (Autonomous) Thindal Post Erode District 638012,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,167.5,159,163,143,122,,
2727,Sri Shakthi Institute of Engineering and Technology (Autonomous) L&T Bye-Pass Venkitapuram Post Comibatore District 641062,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,162.5,152.5,145,143.5,***,101,
2729,Nehru Institute of Engineering and Technology Thirumalayampalayam Post Coimbatore District 641105,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,165.5,149,151.5,144,137,,109.5
2731,R V S College of Engineering and Technology Kannampalayam Sulur Coimbatore District 641402,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,174.5,139.5,155,143.5,115.5,122,
2732,Info Institute of Engineering Sarkar Samakulam Coimbatore District 641107,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,124.5,93,***,***,***,,
2734,SNS College of Engineering (Autonomous) Sathy Main Road Kurumbapalayam Post Coimbatore District 641107,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,160,152,147,149,115,118.5,
2735,Karpagam Institute of Technology Seerapalayam Village L&T By pass Road Coimbatore District 641021,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,176,169.5,166.5,172.5,145,155,
2736,Dr. N G P Institute of Technology (Autonomous) Kalapatti Road Coimbatore District 641035,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,168.5,157.5,150,151,***,---,
2739,Sri Eshwar College of Engineering (Autonomous) Kondampatti Post Vadasithur (Via) Kinathukadavu Coimbatore District 641202,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,182.5,177,176,174,138.5,140.5,
2740,Hindusthan Institute of Technology (Autonomous) Othakkalmandapam Coimbatore District 641032,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,179.5,163,166,156,139,143,
2741,P A College of Engineering and Technology (Autonomous) Palladam Road Pollachi Coimbatore District 642002,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,149.5,140.5,128.5,132,***,144.5,
2743,Dhanalakshmi Srinivasan College of Engineering (CBE) NH47 Palakkad Main Road Navakkarai Post Near Nandhi Temple Coimbatore District 641105,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,148,139,140.5,131.5,96,100.5,101.5
2744,Adithya Institute of Technology Kurumbapalayam Village Coimbatore District 641107,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,145,132,,135.5,119.5,139.5,
2745,Kathir College of Engineering Neelambur Avinashi Road Coimbatore District 641062,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,139,124.5,128,119,125,130.5,103.5
2747,Shree Venkateshwara Hi-Tech Engineering College (Autonomous) Othakuthirai K Mettupalayam Post Gobichettipalayam Erode District 638455,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,121,***,***,104.5,***,113,
2748,Surya Engineering College Mettukadai Kathirampatti Post Erode District 638107,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,100,***,,***,,,
2749,Easa College of Engineering and Technology NH-47 Coimbatore-Palakkad Main Road Navakarai Post Coimbatore District 641105,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,130,105.5,96.5,110.5,98,124.5,
2750,KIT - Kalaignar Karunanidhi Institute of Technology (Autonomous) Kannampalayam Coimbatore District 641402,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,165.5,159.5,149.5,157,139,153,124
2751,KGISL Institute of Technology KGISL Campus Thudiyalur Road Saravanampatti Coimbatore District 641035,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,174,161,151.5,149.5,116.5,125.5,
